id,dossierId,bonuNummer,referentieId,gipodId,gipodReferentie,werftype,status,sourceStatus,startDate,endDate,postcode,district,straat,huisnr,nutsBedrijf,durationDays,lat,lng,locationSource,gipodSoort,gipodType,gipodCategorie,vgwUitgestuurd,permitStatus,permitStatusSource,permitJoinConfidence,permitReferenceId,permitRefKey,permitBonuNummer,permitDossierStatus,sourceDataset
gipod-1402053-7012,GIPOD-1402053,,1402053,1402053,1106549 TT,Grondwerk,IN EFFECT,Uitgevoerd,2016-05-13,2026-05-13,2000,Antwerpen,incl. onderboring  -,80M,Telenet,3653,51.156783430579736,4.378589030868589,exact,Grondwerk,Kabel/leiding (deprecated),Categorie 1,nee,ONBEKEND_MAAR_VERWACHT,afgeleid_categorie,low,,,,,gipod_export
gipod-1449721-7011,GIPOD-1449721,,1449721,1449721,1110282 TT,Grondwerk,IN EFFECT,Uitgevoerd,2016-05-30,2026-05-30,2000,Antwerpen,incl. onderboring  -,90M,Telenet,3653,51.248471748386,4.4421626181527225,exact,Grondwerk,Kabel/leiding (deprecated),Categorie 1,nee,ONBEKEND_MAAR_VERWACHT,afgeleid_categorie,low,,,,,gipod_export
gipod-7940978-7003,GIPOD-7940978,,7940978,7940978,JS/MAW/YA/WEG-20-03765,Grondwerk,VERGUND,Niet uitgevoerd,2021-08-01,2028-01-01,2030,Antwerpen,inclusief doorsteek - (± 1350) m,,Fluvius Site Hoboken KTV,2345,51.241176500092145,4.39819392663014,exact,Grondwerk,Kabel/leiding (deprecated),Categorie 1,nee,ONBEKEND_MAAR_VERWACHT,afgeleid_categorie,low,,,,,gipod_export
gipod-13038867-6963,GIPOD-13038867,20240745,13038867,13038867,354115,Grondwerk,IN EFFECT,In uitvoering,2022-10-03,2026-12-07,2000,Antwerpen,"2050, ANTWERPEN, BLANCEFLOERLAAN: E,G en OV nieuw distributienet in verkaveling (42m)",1,Fluvius Site Antwerpen,1527,51.22134135362664,4.382366544575946,exact,Grondwerk,"Olie, gas, chemicaliën,Elektriciteit,Openbare verlichting",Categorie 2,nee,ONBEKEND,weekrapport_zonder_mapping,high,GW2024-006246,7404,20240745,Gesloten,gipod_export
gipod-16033862-6902,GIPOD-16033862,,16033862,16033862,6000031876,Grondwerk,IN EFFECT,In uitvoering,2023-02-22,2026-06-17,2060,Antwerpen,"OV, Initiatief Regio (lengte: 95m)",,Fluvius Site Antwerpen,1211,51.222170048998706,4.419753902264339,exact,Grondwerk,"Elektriciteit,Openbare verlichting",Categorie 1,nee,ONBEKEND_MAAR_VERWACHT,afgeleid_categorie,low,,,,,gipod_export
gipod-13661934-6957,GIPOD-13661934,,13661934,13661934,6000018939,Grondwerk,IN EFFECT,In uitvoering,2023-03-27,2027-01-19,2930,Brasschaat Kapelsesteenweg E,"G, Initiatief Regio (lengte: 1982m)",,Fluvius Site Antwerpen,1395,51.27845026143806,4.4534216755483165,exact,Grondwerk,"Olie, gas, chemicaliën,Elektriciteit",Categorie 1,ja,ONBEKEND_MAAR_VERWACHT,afgeleid_categorie,low,,,,,gipod_export
gipod-12473510-6973,GIPOD-12473510,BONU20230163,12473510,12473510,6000016189,Grondwerk,IN EFFECT,In uitvoering,2023-05-15,2026-12-02,2140,Borgerhout,"G, OV, Initiatief Regio",0,Fluvius Site Antwerpen,1298,51.19961411557192,4.458285464104124,exact,Grondwerk,"Olie, gas, chemicaliën,Elektriciteit,Openbare verlichting",Categorie 1,nee,IN_VOORBEREIDING,weekrapport_status,high,GW2026-000730,17732,BONU20230163,In Behandeling,gipod_export
gipod-12874961-6966,GIPOD-12874961,,12874961,12874961,6000018833,Grondwerk,IN EFFECT,In uitvoering,2023-09-11,2026-06-04,2170,Merksem,"G, OV, Initiatief Regio",,Fluvius Site Antwerpen,998,51.25447848248009,4.460562188838457,exact,Grondwerk,"Olie, gas, chemicaliën,Elektriciteit,Openbare verlichting",Categorie 1,ja,ONBEKEND_MAAR_VERWACHT,afgeleid_categorie,low,,,,,gipod_export
gipod-15485932-6925,GIPOD-15485932,BONU20240001,15485932,15485932,6000026261,Grondwerk,IN EFFECT,Uitgevoerd,2024-02-19,2026-01-21,2660,Hoboken,"G, OV, Werken Voor derden (lengte: 522m)",8,Fluvius Site Antwerpen,703,51.171668329558436,4.33720521596707,exact,Grondwerk,"Olie, gas, chemicaliën,Elektriciteit,Openbare verlichting",Categorie 1,ja,ONBEKEND,weekrapport_zonder_mapping,high,GW2024-000173,1316,BONU20240001,Gesloten,gipod_export
gipod-14362880-6952,GIPOD-14362880,BONU20240071,14362880,14362880,6000018172,Grondwerk,IN EFFECT,In uitvoering,2024-02-21,2026-05-18,2100,Deurne,"G, OV, Wegeniswerken (lengte: 2987m)",0,Fluvius Site Antwerpen,817,51.233344967965635,4.4421092305877945,exact,Grondwerk,"Olie, gas, chemicaliën,Elektriciteit,Openbare verlichting",Categorie 1,ja,ONBEKEND,weekrapport_zonder_mapping,high,GW2024-001177,2320,BONU20240071,Gesloten,gipod_export
gipod-14549580-6949,GIPOD-14549580,20230972,14549580,14549580,6000018582,Grondwerk,IN EFFECT,In uitvoering,2024-03-13,2026-02-24,2100,Deurne,"G, OV, Wegeniswerken (lengte: 1669m)",1,Fluvius Site Antwerpen,714,51.207136107642924,4.45764564501223,exact,Grondwerk,"Olie, gas, chemicaliën,Elektriciteit,Openbare verlichting",Categorie 1,ja,ONBEKEND,weekrapport_zonder_mapping,high,GW2025-003973,13300,20230972,Gesloten,gipod_export
gipod-14982445-6940,GIPOD-14982445,BONU20240363,14982445,14982445,6000021309,Grondwerk,IN EFFECT,In uitvoering,2024-03-18,2026-08-20,2050,Antwerpen,"OV, Wegeniswerken (lengte: 5898m)",0,Fluvius Site Antwerpen,885,51.23209225536912,4.390723347749749,exact,Grondwerk,"Elektriciteit,Openbare verlichting",Categorie 1,nee,ONBEKEND,weekrapport_zonder_mapping,high,GW2024-007812,8975,BONU20240363,Gesloten,gipod_export
gipod-15094038-6934,GIPOD-15094038,BONU20240055,15094038,15094038,6000022877,Grondwerk,IN EFFECT,In uitvoering,2024-04-26,2026-03-24,2100,Deurne,"G, OV, Wegeniswerken (lengte: 1951m)",148,Fluvius Site Antwerpen,698,51.20538569808475,4.476336351407389,exact,Grondwerk,"Olie, gas, chemicaliën,Elektriciteit,Openbare verlichting",Categorie 1,ja,ONBEKEND,weekrapport_zonder_mapping,high,GW2025-005759,15205,BONU20240055,Gesloten,gipod_export
gipod-15926079-6912,GIPOD-15926079,,15926079,15926079,6000030896,Grondwerk,IN EFFECT,In uitvoering,2024-05-17,2026-05-13,2050,Antwerpen,"G, OV, Wegeniswerken (lengte: 1156m)",,Fluvius Site Antwerpen,727,51.21976733357357,4.379794128179674,exact,Grondwerk,"Olie, gas, chemicaliën,Elektriciteit,Openbare verlichting",Categorie 1,nee,ONBEKEND_MAAR_VERWACHT,afgeleid_categorie,low,,,,,gipod_export
gipod-15060515-6936,GIPOD-15060515,BONU20240350,15060515,15060515,6000019035,Grondwerk,IN EFFECT,In uitvoering,2024-06-03,2026-05-29,2660,Hoboken,"OV, Wegeniswerken (lengte: 3155m)",0,Fluvius Site Antwerpen,726,51.18054961939016,4.364057390959255,exact,Grondwerk,"Elektriciteit,Openbare verlichting",Categorie 1,nee,ONBEKEND,weekrapport_zonder_mapping,high,GW2025-003746,13053,BONU20240350,Gesloten,gipod_export
gipod-12612373-6969,GIPOD-12612373,SWOU11755,12612373,12612373,SWOU11755,Grondwerk,IN EFFECT,In uitvoering,2024-08-26,2028-06-07,2018,Antwerpen,"Riolering , Wegeniswerken",40,Stad Antwerpen - Stadsontwikkeling,1382,51.20170206703021,4.391499760436239,exact,Grondwerk,"Riolering,Openbare verlichting,Wegeniswerken",Categorie 1,nee,ONBEKEND,weekrapport_zonder_mapping,high,GW2025-106126,15816,SWOU11755,In Effect,gipod_export
gipod-16912682-6881,GIPOD-16912682,,16912682,16912682,551899302,Grondwerk,VERGUND,Niet uitgevoerd,2024-09-08,2026-01-07,2000,Antwerpen,MINDERBROEDERSRUI,10,Fluvius Site Antwerpen,487,51.2231929,4.403383,exact,Grondwerk,"Olie, gas, chemicaliën",Categorie 2,nee,ONBEKEND_MAAR_VERWACHT,afgeleid_categorie,low,,,,,gipod_export
gipod-15969242-6906,GIPOD-15969242,BONU20240425,15969242,15969242,6000031294,Grondwerk,IN EFFECT,Uitgevoerd,2024-11-07,2026-02-19,2000,Antwerpen,Wegeniswerken,0,Fluvius Site Antwerpen,470,51.21000166182024,4.386300495069871,exact,Grondwerk,Openbare verlichting,Categorie 1,ja,ONBEKEND,weekrapport_zonder_mapping,high,GW2025-003779,13089,BONU20240425,Vergunning Afgelopen,gipod_export
gipod-14550171-6948,GIPOD-14550171,,14550171,14550171,6000019287,Grondwerk,IN EFFECT,In uitvoering,2024-11-25,2026-03-09,2140,Borgerhout,"G, OV, Initiatief Regio (lengte: 1593m)",,Fluvius Site Antwerpen,470,51.20040003699602,4.448463009798673,exact,Grondwerk,"Olie, gas, chemicaliën,Elektriciteit,Openbare verlichting",Categorie 1,ja,ONBEKEND_MAAR_VERWACHT,afgeleid_categorie,low,,,,,gipod_export
gipod-18325387-6010,GIPOD-18325387,SWOU12593,18325387,18325387,AWV:Werf=WerfId(33882):Inname=e4d42c30-a90f-51a0-fe29-1543b2fd5ee0,Grondwerk,IN EFFECT,In uitvoering,2025-01-01,2029-12-31,2018,Antwerpen,R1 - Ringpark Zuid - Antwerpen,0,Agentschap Wegen en Verkeer - Afdeling Wegen en Verkeer Antwerpen,1826,51.201873520009705,4.38510217848283,exact,Grondwerk,"Elektriciteit,Riolering,Openbare verlichting,Wegeniswerken,Kunstwerk,Andere",Categorie 2,nee,ONBEKEND,weekrapport_zonder_mapping,high,GW2025-005437,14866,SWOU12593,Gesloten,gipod_export
gipod-18325267-6011,GIPOD-18325267,SWOU12593,18325267,18325267,AWV:Werf=WerfId(33882):Inname=f4d993dc-e077-f9be-a4ee-a4bf8df52d5a,Grondwerk,IN EFFECT,In uitvoering,2025-01-01,2029-12-31,2018,Antwerpen,R1 - Ringpark Zuid - Antwerpen,0,Agentschap Wegen en Verkeer - Afdeling Wegen en Verkeer Antwerpen,1826,51.20016034425576,4.386706028353467,exact,Grondwerk,"Elektriciteit,Riolering,Openbare verlichting,Wegeniswerken,Kunstwerk,Andere",Categorie 2,nee,ONBEKEND,weekrapport_zonder_mapping,high,GW2025-003494,12781,SWOU12593,Gesloten,gipod_export
gipod-18185479-6221,GIPOD-18185479,SWOU12593,18185479,18185479,AWV:Werf=WerfId(33882):Inname=a6d30867-9d54-0cbc-f3ea-51641e30792d,Grondwerk,IN EFFECT,In uitvoering,2025-01-01,2029-12-31,2018,Antwerpen,R1 - Ringpark Zuid - Antwerpen,0,Agentschap Wegen en Verkeer - Afdeling Wegen en Verkeer Antwerpen,1826,51.20192587195944,4.389665758306308,exact,Grondwerk,"Elektriciteit,Riolering,Openbare verlichting,Wegeniswerken,Kunstwerk,Andere",Categorie 2,nee,ONBEKEND,weekrapport_zonder_mapping,high,GW2025-003162,12436,SWOU12593,Gesloten,gipod_export
gipod-18185446-6222,GIPOD-18185446,SWOU12593,18185446,18185446,AWV:Werf=WerfId(33882):Inname=07277613-6bc0-bcd1-2ac3-36a026888f45,Grondwerk,IN EFFECT,In uitvoering,2025-01-01,2029-12-31,2018,Antwerpen,R1 - Ringpark Zuid - Antwerpen,0,Agentschap Wegen en Verkeer - Afdeling Wegen en Verkeer Antwerpen,1826,51.20076671123351,4.389170129393932,exact,Grondwerk,"Elektriciteit,Riolering,Openbare verlichting,Wegeniswerken,Kunstwerk,Andere",Categorie 2,nee,ONBEKEND,weekrapport_zonder_mapping,high,GW2025-003156,12430,SWOU12593,Gesloten,gipod_export
gipod-18184860-6228,GIPOD-18184860,SWOU12593,18184860,18184860,AWV:Werf=WerfId(33882):Inname=61619a90-db7d-45b8-6f3f-fc1b794224fb,Grondwerk,IN EFFECT,In uitvoering,2025-01-01,2029-12-31,2018,Antwerpen,R1 - Ringpark Zuid - Antwerpen,0,Agentschap Wegen en Verkeer - Afdeling Wegen en Verkeer Antwerpen,1826,51.19620337887945,4.377639304612395,exact,Grondwerk,"Elektriciteit,Riolering,Openbare verlichting,Wegeniswerken,Kunstwerk,Andere",Categorie 2,nee,ONBEKEND,weekrapport_zonder_mapping,high,GW2025-003140,12414,SWOU12593,Gesloten,gipod_export
gipod-18184808-6229,GIPOD-18184808,SWOU12593,18184808,18184808,AWV:Werf=WerfId(33882):Inname=b00af387-ec3e-f014-48d5-b5c0e6a8a722:Ident8=N1070001,Grondwerk,IN EFFECT,In uitvoering,2025-01-01,2029-12-31,2018,Antwerpen,R1 - Ringpark Zuid - Antwerpen,0,Agentschap Wegen en Verkeer - Afdeling Wegen en Verkeer Antwerpen,1826,51.199102504215304,4.375591886385277,exact,Grondwerk,"Elektriciteit,Riolering,Openbare verlichting,Wegeniswerken,Kunstwerk,Andere",Categorie 2,nee,ONBEKEND,weekrapport_zonder_mapping,high,GW2025-003495,12782,SWOU12593,Gesloten,gipod_export
gipod-18348464-6003,GIPOD-18348464,SWOU12593,18348464,18348464,AWV:Werf=WerfId(33882):Inname=913f799f-3620-e397-4936-ab5bd02fd9c5:Ident8=N1860001,Grondwerk,IN EFFECT,In uitvoering,2025-01-01,2029-12-31,2020,Antwerpen,R1 - Ringpark Zuid - Antwerpen,0,Agentschap Wegen en Verkeer - Afdeling Wegen en Verkeer Antwerpen,1826,51.191376628988706,4.3874055655828395,exact,Grondwerk,"Elektriciteit,Riolering,Openbare verlichting,Wegeniswerken,Kunstwerk,Andere",Categorie 2,nee,ONBEKEND,weekrapport_zonder_mapping,high,GW2025-003492,12779,SWOU12593,Gesloten,gipod_export
gipod-18185291-6226,GIPOD-18185291,SWOU12593,18185291,18185291,AWV:Werf=WerfId(33882):Inname=7184c7c1-86d7-c60c-2bfa-5e908c2cb5b2,Grondwerk,IN EFFECT,In uitvoering,2025-01-01,2029-12-31,2020,Antwerpen,R1 - Ringpark Zuid - Antwerpen,0,Agentschap Wegen en Verkeer - Afdeling Wegen en Verkeer Antwerpen,1826,51.19090362723931,4.3871132807233035,exact,Grondwerk,"Elektriciteit,Riolering,Openbare verlichting,Wegeniswerken,Kunstwerk,Andere",Categorie 2,nee,ONBEKEND,weekrapport_zonder_mapping,high,GW2025-003152,12426,SWOU12593,Gesloten,gipod_export
gipod-18184763-6230,GIPOD-18184763,SWOU12593,18184763,18184763,AWV:Werf=WerfId(33882):Inname=6c1e400c-8e68-3673-30d9-d1ebbd5da237,Grondwerk,IN EFFECT,In uitvoering,2025-01-01,2029-12-31,2020,Antwerpen,R1 - Ringpark Zuid - Antwerpen,11,Agentschap Wegen en Verkeer - Afdeling Wegen en Verkeer Antwerpen,1826,51.20409629652634,4.373388646021799,exact,Grondwerk,"Elektriciteit,Riolering,Openbare verlichting,Wegeniswerken,Kunstwerk,Andere",Categorie 2,nee,ONBEKEND,weekrapport_zonder_mapping,high,GW2025-005435,14864,SWOU12593,Gesloten,gipod_export
gipod-18184675-6231,GIPOD-18184675,SWOU12593,18184675,18184675,AWV:Werf=WerfId(33882):Inname=d4e3a978-4fde-d87a-16ae-16d02f4a6fd4,Grondwerk,IN EFFECT,In uitvoering,2025-01-01,2029-12-31,2020,Antwerpen,R1 - Ringpark Zuid - Antwerpen,0,Agentschap Wegen en Verkeer - Afdeling Wegen en Verkeer Antwerpen,1826,51.202458543511234,4.370035572902884,exact,Grondwerk,"Elektriciteit,Riolering,Openbare verlichting,Wegeniswerken,Kunstwerk,Andere",Categorie 2,nee,ONBEKEND,weekrapport_zonder_mapping,high,GW2025-003147,12421,SWOU12593,Gesloten,gipod_export
gipod-18184624-6232,GIPOD-18184624,SWOU12593,18184624,18184624,AWV:Werf=WerfId(33882):Inname=2435242e-1826-e397-48eb-0cdb8ec41fdb,Grondwerk,IN EFFECT,In uitvoering,2025-01-01,2029-12-31,2020,Antwerpen,R1 - Ringpark Zuid - Antwerpen,0,Agentschap Wegen en Verkeer - Afdeling Wegen en Verkeer Antwerpen,1826,51.19376347358408,4.373028511382987,exact,Grondwerk,"Elektriciteit,Riolering,Openbare verlichting,Wegeniswerken,Kunstwerk,Andere",Categorie 2,nee,ONBEKEND,weekrapport_zonder_mapping,high,GW2025-003493,12780,SWOU12593,Gesloten,gipod_export
gipod-18140776-6247,GIPOD-18140776,SWOU12593,18140776,18140776,AWV:Werf=WerfId(33882):Inname=5798898c-741a-f0c2-4fe8-b62df6688844,Grondwerk,IN EFFECT,In uitvoering,2025-01-01,2029-12-31,2020,Antwerpen,R1 - Ringpark Zuid - Antwerpen,0,Agentschap Wegen en Verkeer - Afdeling Wegen en Verkeer Antwerpen,1826,51.19965341159366,4.373781862432364,exact,Grondwerk,"Elektriciteit,Riolering,Openbare verlichting,Wegeniswerken,Kunstwerk,Andere",Categorie 2,nee,ONBEKEND,weekrapport_zonder_mapping,high,GW2025-003136,12410,SWOU12593,Gesloten,gipod_export
gipod-12329812-6980,GIPOD-12329812,BONU20240039,12329812,12329812,AWV:Werf=WerfId(33882):Inname=6dc4c470-c176-9a6b-4cd4-68fefa540201:Ident8=N1070001,Grondwerk,IN EFFECT,In uitvoering,2025-01-01,2029-12-30,2020,Antwerpen,R1 - Ringpark Zuid - Antwerpen,0,Agentschap Wegen en Verkeer - Afdeling Wegen en Verkeer Antwerpen,1825,51.199102504215304,4.375591886385277,exact,Grondwerk,"Elektriciteit,Riolering,Openbare verlichting,Wegeniswerken,Kunstwerk,Andere",Categorie 1,nee,ONBEKEND,weekrapport_zonder_mapping,high,GW2024-000879,2022,BONU20240039,Gesloten,gipod_export
gipod-13697348-6956,GIPOD-13697348,20240350,13697348,13697348,DOM-266/22/008-D,Grondwerk,IN EFFECT,In uitvoering,2025-01-28,2026-01-31,2660,Hoboken,2660 HOBOKEN ANTWERPSESTEENWEG - WERKEN AAN DRINKWATERLEIDING,38,Water-link,369,51.17882232742888,4.354674030210099,exact,Grondwerk,Water,Categorie 1,nee,ONBEKEND,weekrapport_zonder_mapping,high,GW2025-002856,12111,20240350,Gesloten,gipod_export
gipod-17467143-6720,GIPOD-17467143,BONU20250034,17467143,17467143,4049880,Grondwerk,VERGUND,Concreet gepland,2025-02-07,2026-02-07,2000,Antwerpen,2000 Antwerpen - (Antwerpen) - Augustijnenstraat - 28 - werken aan nutsleiding - 16m.,28,Wyre,366,51.217110745771535,4.397267024719966,exact,Grondwerk,Telecom,Categorie 2,ja,ONBEKEND,weekrapport_zonder_mapping,high,GW2025-000890,10015,BONU20250034,Gesloten,gipod_export
gipod-17511587-6711,GIPOD-17511587,,17511587,17511587,56648298,Grondwerk,VERGUND,Niet uitgevoerd,2025-02-13,2026-03-13,2060,Antwerpen,KERKSTRAAT,142,Fluvius Site Antwerpen,394,51.219263,4.4342402,exact,Grondwerk,Telecom,Categorie 3,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-17693853-6413,GIPOD-17693853,,17693853,17693853,552400753,Grondwerk,VERGUND,Concreet gepland,2025-02-20,2026-02-04,2018,Antwerpen,JUSTITIESTRAAT,55,Fluvius Site Antwerpen,350,51.2084229,4.404861,exact,Grondwerk,Elektriciteit,Categorie 3,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-16724560-6889,GIPOD-16724560,BOJV20230006,16724560,16724560,6000034849,Grondwerk,IN EFFECT,In uitvoering,2025-02-20,2026-02-06,2660,Hoboken,Nieuwe distributiecabine (lengte: 80m),1,Fluvius Site Antwerpen,352,51.16038331385971,4.344811017742839,exact,Grondwerk,Elektriciteit,Categorie 1,ja,ONBEKEND,weekrapport_zonder_mapping,high,GW2025-002741,11994,BOJV20230006,Gesloten,gipod_export
gipod-15647751-6919,GIPOD-15647751,20241216,15647751,15647751,6000027984,Grondwerk,IN EFFECT,In uitvoering,2025-03-10,2026-06-26,2060,Antwerpen,"G, OV, Ruggengraat / Investeringen (lengte: 1734m)",2,Fluvius Site Antwerpen,473,51.22424755257293,4.41543142837932,exact,Grondwerk,"Olie, gas, chemicaliën,Elektriciteit,Openbare verlichting",Categorie 1,ja,ONBEKEND,weekrapport_zonder_mapping,high,GW2025-005493,14922,20241216,Gesloten,gipod_export
gipod-15470258-6929,GIPOD-15470258,BONU20250687,15470258,15470258,6000026144,Grondwerk,IN EFFECT,In uitvoering,2025-04-02,2026-04-16,2018,Antwerpen,"G, HV uitbreiding net",0,Fluvius Site Antwerpen,380,51.20147391261184,4.414946946127552,exact,Grondwerk,"Olie, gas, chemicaliën,Elektriciteit",Categorie 1,ja,ONBEKEND,weekrapport_zonder_mapping,high,GW2025-004042,13374,BONU20250687,Gesloten,gipod_export
gipod-15721037-6916,GIPOD-15721037,0000000,15721037,15721037,6000028840,Grondwerk,IN EFFECT,In uitvoering,2025-04-07,2026-05-21,2180,Ekeren,"G, OV, Wegeniswerken (lengte: 1381m)",0,Fluvius Site Antwerpen,410,51.27642661443629,4.414233444607558,exact,Grondwerk,"Olie, gas, chemicaliën,Elektriciteit,Openbare verlichting",Categorie 1,ja,ONBEKEND,weekrapport_zonder_mapping,high,GW2025-106219,15918,0000000,Gesloten,gipod_export
gipod-12705065-6967,GIPOD-12705065,P001354,12705065,12705065,Arenaplein Deurne,Grondwerk,IN EFFECT,In uitvoering,2025-04-22,2026-04-23,2100,Deurne,"Heraanleg openbaar domein, deeltraject A",0,Stad Antwerpen - AG VESPA,367,51.20731055964958,4.457006559219025,exact,Grondwerk,"Olie, gas, chemicaliën,Water,Elektriciteit,Riolering,Openbare verlichting,Wegeniswerken,Telecom",Categorie 1,nee,IN_VOORBEREIDING,weekrapport_status,high,GW2025-001853,11041,P001354,In Behandeling,gipod_export
gipod-18178090-6235,GIPOD-18178090,,18178090,18178090,20279830-2,Grondwerk,IN EFFECT,Uitgevoerd,2025-05-08,2026-01-07,2170,Merksem,hoek Camelialei met Bredabaan,783A,Fluvius Site Antwerpen,245,51.25223766621289,4.455891534343901,exact,Grondwerk,"Olie, gas, chemicaliën,Elektriciteit",Dringend,ja,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-18178085-6236,GIPOD-18178085,,18178085,18178085,20279830-1,Grondwerk,IN EFFECT,Uitgevoerd,2025-05-08,2026-01-07,2170,Merksem,hoek Begonialei met Bredabaan,769A,Fluvius Site Antwerpen,245,51.25164561134289,4.455367085155572,exact,Grondwerk,"Olie, gas, chemicaliën,Elektriciteit",Dringend,ja,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-12480489-6972,GIPOD-12480489,BONU20240632,12480489,12480489,SWOU10950,Grondwerk,IN EFFECT,In uitvoering,2025-05-19,2027-07-02,2100,Deurne,"Riolering , Wegeniswerken",195,Stad Antwerpen - Stadsontwikkeling,775,51.23372171477767,4.442091611692041,exact,Grondwerk,"Riolering,Openbare verlichting,Wegeniswerken",Categorie 1,nee,GEWEIGERD_OF_STOPGEZET,weekrapport_status,high,GW2025-106922,16681,BONU20240632,Afgekeurd,gipod_export
gipod-13494617-6959,GIPOD-13494617,20241216,13494617,13494617,6000016679,Grondwerk,IN EFFECT,In uitvoering,2025-05-22,2027-01-07,2060,Antwerpen,"G, OV, Initiatief Regio (lengte: 2250m)",57,Fluvius Site Antwerpen,596,51.228310368940704,4.415626820160828,exact,Grondwerk,"Olie, gas, chemicaliën,Elektriciteit,Openbare verlichting",Categorie 1,ja,ONBEKEND,weekrapport_zonder_mapping,high,GW2025-106021,15709,20241216,In Effect,gipod_export
gipod-17958663-6321,GIPOD-17958663,,17958663,17958663,6000050426,Grondwerk,IN EFFECT,In uitvoering,2025-05-23,2026-04-30,2000,Antwerpen,Gemeente overgenomen (Verledding),,Fluvius Site Antwerpen,343,51.21580280357812,4.409382371839226,exact,Grondwerk,Openbare verlichting,Categorie 3,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-16860287-6882,GIPOD-16860287,,16860287,16860287,6000039920,Grondwerk,IN EFFECT,In uitvoering,2025-05-23,2026-06-02,2060,Antwerpen,Initiatief Regio (lengte: 107m),,Fluvius Site Antwerpen,376,51.22614847769334,4.421415899052256,exact,Grondwerk,Elektriciteit,Categorie 1,ja,ONBEKEND_MAAR_VERWACHT,afgeleid_categorie,low,,,,,gipod_export
gipod-18302345-6017,GIPOD-18302345,,18302345,18302345,6000052827,Grondwerk,IN EFFECT,Uitgevoerd,2025-06-12,2026-01-07,2018,Antwerpen,HV uitbreiding net (lengte: 2m),,Fluvius Site Antwerpen,210,51.19517101500663,4.404674500614735,exact,Grondwerk,Elektriciteit,Categorie 3,ja,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-16538481-6892,GIPOD-16538481,,16538481,16538481,6000036879,Grondwerk,IN EFFECT,Uitgevoerd,2025-06-16,2026-01-27,2610,Wilrijk,Gemeente overgenomen (Verledding),,Fluvius Site Antwerpen,226,51.154461952219854,4.388563866120797,exact,Grondwerk,Openbare verlichting,Categorie 3,ja,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-17470554-6718,GIPOD-17470554,,17470554,17470554,552277386,Grondwerk,VERGUND,Niet uitgevoerd,2025-06-27,2026-07-24,2018,Antwerpen,BROEDERMINSTRAAT,18,Fluvius Site Antwerpen,393,51.2029373,4.3928814,exact,Grondwerk,Telecom,Categorie 3,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-18418778-5641,GIPOD-18418778,,18418778,18418778,6000054209,Grondwerk,IN EFFECT,Uitgevoerd,2025-06-30,2026-01-08,2660,Hoboken,HV uitbreiding net (lengte: 2m),,Fluvius Site Antwerpen,193,51.17998673675587,4.333948068973047,exact,Grondwerk,Elektriciteit,Categorie 3,ja,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-15247205-6933,GIPOD-15247205,20250579,15247205,15247205,6000018581,Grondwerk,IN EFFECT,In uitvoering,2025-07-03,2026-08-17,2100,Deurne,"OV, Wegeniswerken (lengte: 772m)",150,Fluvius Site Antwerpen,411,51.21768352664952,4.49294687229653,exact,Grondwerk,"Elektriciteit,Openbare verlichting",Categorie 1,ja,ONBEKEND,weekrapport_zonder_mapping,high,GW2025-004751,14138,20250579,Gesloten,gipod_export
gipod-17130551-6789,GIPOD-17130551,,17130551,17130551,6000042041,Grondwerk,IN EFFECT,Uitgevoerd,2025-07-09,2026-01-05,2620,Hemiksem Arendweg Ov,Gemeente overgenomen (Verledding),,Fluvius Site Antwerpen,181,51.153934870612055,4.345643983229593,exact,Grondwerk,Openbare verlichting,Categorie 3,ja,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-16971836-6872,GIPOD-16971836,,16971836,16971836,6000040922,Grondwerk,IN EFFECT,In uitvoering,2025-07-10,2026-02-05,2610,Wilrijk,Initiatief Regio (lengte: 121m),,Fluvius Site Antwerpen,211,51.17718256448086,4.37787493124035,exact,Grondwerk,Elektriciteit,Categorie 3,ja,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-16838339-6883,GIPOD-16838339,BONU20240828,16838339,16838339,3433765,Grondwerk,VERGUND,Concreet gepland,2025-07-12,2026-01-03,2018,Antwerpen,2018 Antwerpen - (Antwerpen) - Simonsstraat - 21 - werken aan nutsleiding - 34m.,40,Wyre,176,51.21198762511662,4.420216198163269,exact,Grondwerk,Telecom,Categorie 2,ja,ONBEKEND,weekrapport_zonder_mapping,high,GW2024-007308,8467,BONU20240828,Gesloten,gipod_export
