id,dossierId,bonuNummer,referentieId,gipodId,gipodReferentie,werftype,status,sourceStatus,startDate,endDate,postcode,district,straat,huisnr,nutsBedrijf,durationDays,lat,lng,locationSource,gipodSoort,gipodType,gipodCategorie,vgwUitgestuurd,permitStatus,permitStatusSource,permitJoinConfidence,permitReferenceId,permitRefKey,permitBonuNummer,permitDossierStatus,sourceDataset
gipod-18985567-4842,GIPOD-18985567,,18985567,18985567,553284945,Grondwerk,IN EFFECT,Uitgevoerd,2026-01-29,2026-02-04,2660,Hoboken,BERKENRODELEI,61,Fluvius Site Antwerpen,7,51.180146961614504,4.348007027266424,exact,Grondwerk,Elektriciteit,Categorie 3,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-18985566-4843,GIPOD-18985566,,18985566,18985566,553284940,Grondwerk,IN EFFECT,Uitgevoerd,2026-01-29,2026-02-04,2660,Hoboken,BERKENRODELEI,61,Fluvius Site Antwerpen,7,51.180146961614504,4.348007027266424,exact,Grondwerk,"Olie, gas, chemicaliën",Categorie 2,nee,ONBEKEND_MAAR_VERWACHT,afgeleid_categorie,low,,,,,gipod_export
gipod-18362418-5783,GIPOD-18362418,,18362418,18362418,552913229,Grondwerk,IN EFFECT,Uitgevoerd,2026-01-29,2026-02-03,2660,Hoboken,DEN HAAGLAAN,134,Fluvius Site Antwerpen,6,51.15867862528398,4.34342343875662,exact,Grondwerk,"Olie, gas, chemicaliën",Categorie 3,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-18362002-5849,GIPOD-18362002,,18362002,18362002,552912860,Grondwerk,IN EFFECT,Uitgevoerd,2026-01-29,2026-02-04,2660,Hoboken,DOKTER VAN RAESSTRAAT,16,Fluvius Site Antwerpen,7,51.18234223182137,4.353559286698624,exact,Grondwerk,Elektriciteit,Categorie 3,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-18361981-5858,GIPOD-18361981,,18361981,18361981,552912841,Grondwerk,IN EFFECT,Uitgevoerd,2026-01-29,2026-02-03,2660,Hoboken,DEN HAAGLAAN,134,Fluvius Site Antwerpen,6,51.15867862528398,4.34342343875662,exact,Grondwerk,Elektriciteit,Categorie 3,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-19467354-1659,GIPOD-19467354,,19467354,19467354,304479804,Grondwerk,IN EFFECT,Uitgevoerd,2026-01-30,2026-02-10,2000,Antwerpen,Lange Sint-Annastraat,19,Fluvius Site Antwerpen,12,51.22101710167051,4.412652499366224,exact,Grondwerk,"Olie, gas, chemicaliën,Elektriciteit",Dringend,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-19466907-1662,GIPOD-19466907,BOJV20250006,19466907,19466907,671686 | Proximus FTTH | A2.1,Grondwerk,VERGUND,Concreet gepland,2026-01-30,2026-02-28,2000,Antwerpen,Antwerpen | Nationalestraat 88 | Puntopening,88,BEA Tecnics,30,51.21548623895115,4.397225323264266,exact,Grondwerk,Telecom,Categorie 3,nee,IN_VOORBEREIDING,weekrapport_status,high,GW2026-000696,17698,BOJV20250006,In Behandeling,gipod_export
gipod-19458766-1743,GIPOD-19458766,,19458766,19458766,553465497,Grondwerk,IN EFFECT,Uitgevoerd,2026-01-30,2026-02-05,2000,Antwerpen,LEGUIT,1,Fluvius Site Antwerpen,7,51.22649857917191,4.4017275981835695,exact,Grondwerk,"Olie, gas, chemicaliën",Categorie 3,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-19458765-1744,GIPOD-19458765,,19458765,19458765,553465494,Grondwerk,IN EFFECT,Uitgevoerd,2026-01-30,2026-02-05,2000,Antwerpen,LEGUIT,1,Fluvius Site Antwerpen,7,51.22649857917191,4.4017275981835695,exact,Grondwerk,"Olie, gas, chemicaliën",Categorie 3,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-19458764-1745,GIPOD-19458764,,19458764,19458764,553465463,Grondwerk,IN EFFECT,Uitgevoerd,2026-01-30,2026-02-05,2000,Antwerpen,KOMMEKENSSTRAAT,8,Fluvius Site Antwerpen,7,51.225810842574084,4.40253326979731,exact,Grondwerk,"Olie, gas, chemicaliën",Categorie 3,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-19458748-1749,GIPOD-19458748,,19458748,19458748,553460555,Grondwerk,IN EFFECT,Uitgevoerd,2026-01-30,2026-02-05,2000,Antwerpen,LEGUIT,1,Fluvius Site Antwerpen,7,51.2264987586439,4.401728600325339,exact,Grondwerk,Elektriciteit,Categorie 3,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-19458682-1752,GIPOD-19458682,,19458682,19458682,553363960,Grondwerk,IN EFFECT,Uitgevoerd,2026-01-30,2026-02-05,2000,Antwerpen,LEGUIT,29,Fluvius Site Antwerpen,7,51.22599910299795,4.4026696832064625,exact,Grondwerk,"Olie, gas, chemicaliën",Categorie 3,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-19458681-1753,GIPOD-19458681,,19458681,19458681,553363959,Grondwerk,IN EFFECT,Uitgevoerd,2026-01-30,2026-02-05,2000,Antwerpen,LEGUIT,27,Fluvius Site Antwerpen,7,51.226045955845,4.4025862662570985,exact,Grondwerk,"Olie, gas, chemicaliën",Categorie 3,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-19432446-2070,GIPOD-19432446,,19432446,19432446,553363984,Grondwerk,IN EFFECT,Uitgevoerd,2026-01-30,2026-02-05,2000,Antwerpen,KOMMEKENSSTRAAT,10,Fluvius Site Antwerpen,7,51.225810842574084,4.40253326979731,exact,Grondwerk,"Olie, gas, chemicaliën",Categorie 3,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-19432445-2071,GIPOD-19432445,,19432445,19432445,553363983,Grondwerk,IN EFFECT,Uitgevoerd,2026-01-30,2026-02-05,2000,Antwerpen,KOMMEKENSSTRAAT,10,Fluvius Site Antwerpen,7,51.225810842574084,4.40253326979731,exact,Grondwerk,"Olie, gas, chemicaliën",Categorie 3,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-19432444-2072,GIPOD-19432444,,19432444,19432444,553363982,Grondwerk,IN EFFECT,Uitgevoerd,2026-01-30,2026-02-05,2000,Antwerpen,KOMMEKENSSTRAAT,10,Fluvius Site Antwerpen,7,51.225810842574084,4.40253326979731,exact,Grondwerk,"Olie, gas, chemicaliën",Categorie 3,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-19432428-2073,GIPOD-19432428,,19432428,19432428,553363981,Grondwerk,IN EFFECT,Uitgevoerd,2026-01-30,2026-02-05,2000,Antwerpen,KOMMEKENSSTRAAT,10,Fluvius Site Antwerpen,7,51.225810842574084,4.40253326979731,exact,Grondwerk,"Olie, gas, chemicaliën",Categorie 3,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-19432426-2075,GIPOD-19432426,,19432426,19432426,553363828,Grondwerk,IN EFFECT,Uitgevoerd,2026-01-30,2026-02-05,2000,Antwerpen,KOMMEKENSSTRAAT,10,Fluvius Site Antwerpen,7,51.225810842574084,4.40253326979731,exact,Grondwerk,Elektriciteit,Categorie 3,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-19432425-2076,GIPOD-19432425,,19432425,19432425,553363827,Grondwerk,IN EFFECT,Uitgevoerd,2026-01-30,2026-02-05,2000,Antwerpen,KOMMEKENSSTRAAT,10,Fluvius Site Antwerpen,7,51.225810842574084,4.40253326979731,exact,Grondwerk,Elektriciteit,Categorie 3,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-19432424-2077,GIPOD-19432424,,19432424,19432424,553363826,Grondwerk,IN EFFECT,Uitgevoerd,2026-01-30,2026-02-05,2000,Antwerpen,KOMMEKENSSTRAAT,10,Fluvius Site Antwerpen,7,51.225810842574084,4.40253326979731,exact,Grondwerk,Elektriciteit,Categorie 3,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-19432423-2078,GIPOD-19432423,,19432423,19432423,553363825,Grondwerk,IN EFFECT,Uitgevoerd,2026-01-30,2026-02-05,2000,Antwerpen,KOMMEKENSSTRAAT,10,Fluvius Site Antwerpen,7,51.225810842574084,4.40253326979731,exact,Grondwerk,Elektriciteit,Categorie 3,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-19432422-2079,GIPOD-19432422,,19432422,19432422,553363824,Grondwerk,IN EFFECT,Uitgevoerd,2026-01-30,2026-02-05,2000,Antwerpen,KOMMEKENSSTRAAT,10,Fluvius Site Antwerpen,7,51.225810842574084,4.40253326979731,exact,Grondwerk,Elektriciteit,Categorie 3,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-19293325-3903,GIPOD-19293325,,19293325,19293325,553404227,Grondwerk,IN EFFECT,Uitgevoerd,2026-01-30,2026-02-04,2000,Antwerpen,MINDERBROEDERSRUI 46 DN01,,Fluvius Site Antwerpen,6,51.222576050875226,4.403326939920908,exact,Grondwerk,Elektriciteit,Categorie 3,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-19285202-3959,GIPOD-19285202,,19285202,19285202,553399834,Grondwerk,IN EFFECT,Uitgevoerd,2026-01-30,2026-02-05,2000,Antwerpen,LANGE NIEUWSTRAAT 101 DN01,,Fluvius Site Antwerpen,7,51.22008511632261,4.410745749440041,exact,Grondwerk,Elektriciteit,Categorie 3,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-19115781-4636,GIPOD-19115781,,19115781,19115781,553330979,Grondwerk,IN EFFECT,Uitgevoerd,2026-01-30,2026-02-05,2000,Antwerpen,LANGE NIEUWSTRAAT,39,Fluvius Site Antwerpen,7,51.22044924196946,4.4068394708242895,exact,Grondwerk,"Olie, gas, chemicaliën",Categorie 3,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-19115722-4651,GIPOD-19115722,,19115722,19115722,553330930,Grondwerk,IN EFFECT,Uitgevoerd,2026-01-30,2026-02-05,2000,Antwerpen,NAPOLEONKAAI,55,Fluvius Site Antwerpen,7,51.23075947263224,4.409547549453032,exact,Grondwerk,"Olie, gas, chemicaliën",Categorie 3,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-17034820-6861,GIPOD-17034820,,17034820,17034820,551529394,Grondwerk,VERGUND,Niet uitgevoerd,2026-01-30,2026-02-12,2000,Antwerpen,ZIRKSTRAAT,24,Fluvius Site Antwerpen,14,51.22340834091509,4.399937861521512,exact,Grondwerk,Telecom,Categorie 3,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-17034813-6864,GIPOD-17034813,,17034813,17034813,551529391,Grondwerk,VERGUND,Niet uitgevoerd,2026-01-30,2026-02-12,2000,Antwerpen,HOFSTRAAT,15B,Fluvius Site Antwerpen,14,51.2229051129192,4.399876250256379,exact,Grondwerk,Telecom,Categorie 3,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-17034812-6865,GIPOD-17034812,,17034812,17034812,551529390,Grondwerk,VERGUND,Niet uitgevoerd,2026-01-30,2026-02-12,2000,Antwerpen,HOFSTRAAT,15,Fluvius Site Antwerpen,14,51.2229051129192,4.399876250256379,exact,Grondwerk,Telecom,Categorie 3,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-19450396-1866,GIPOD-19450396,,19450396,19450396,553358773,Grondwerk,IN EFFECT,Uitgevoerd,2026-01-30,2026-02-05,2018,Antwerpen,JAN BLOCKXSTRAAT,21,Fluvius Site Antwerpen,7,51.204589152593584,4.4052910166224475,exact,Grondwerk,"Olie, gas, chemicaliën",Categorie 3,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-19450395-1867,GIPOD-19450395,,19450395,19450395,553358772,Grondwerk,IN EFFECT,Uitgevoerd,2026-01-30,2026-02-05,2018,Antwerpen,JAN BLOCKXSTRAAT,21,Fluvius Site Antwerpen,7,51.204589152593584,4.4052910166224475,exact,Grondwerk,Elektriciteit,Categorie 3,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-19442570-1983,GIPOD-19442570,,19442570,19442570,553358802,Grondwerk,IN EFFECT,Uitgevoerd,2026-01-30,2026-02-03,2018,Antwerpen,IEPERSTRAAT,4,Fluvius Site Antwerpen,5,51.20384001412831,4.3900513754889845,exact,Grondwerk,"Olie, gas, chemicaliën",Categorie 3,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-19115780-4637,GIPOD-19115780,,19115780,19115780,553330978,Grondwerk,IN EFFECT,Uitgevoerd,2026-01-30,2026-02-05,2018,Antwerpen,LAMORINIÈRESTRAAT,135,Fluvius Site Antwerpen,7,51.20406479767091,4.419654508111221,exact,Grondwerk,"Olie, gas, chemicaliën",Categorie 3,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-19115754-4643,GIPOD-19115754,,19115754,19115754,553330955,Grondwerk,IN EFFECT,Uitgevoerd,2026-01-30,2026-02-05,2018,Antwerpen,LANGE HERENTALSESTRAAT,108,Fluvius Site Antwerpen,7,51.213642075715974,4.41645423504908,exact,Grondwerk,"Olie, gas, chemicaliën",Categorie 3,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-18868773-5030,GIPOD-18868773,BONU20251473,18868773,18868773,5437346,Grondwerk,IN EFFECT,Uitgevoerd,2026-01-30,2026-01-30,2018,Antwerpen,2000 Antwerpen - (Antwerpen) - Schupstraat - 21 - werken aan nutsleiding - 23m.,21,Wyre,1,51.214955396623466,4.416521883545001,exact,Grondwerk,Telecom,Categorie 2,ja,ONBEKEND,weekrapport_zonder_mapping,high,GW2025-107009,16781,BONU20251473,Vergunning Afgelopen,gipod_export
gipod-17551475-6496,GIPOD-17551475,,17551475,17551475,551853380,Grondwerk,IN EFFECT,Uitgevoerd,2026-01-30,2026-02-05,2018,Antwerpen,JAN VAN RIJSWIJCKLAAN,95,Fluvius Site Antwerpen,7,51.19645649072768,4.4040151252271675,exact,Grondwerk,"Olie, gas, chemicaliën",Categorie 3,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-17551219-6513,GIPOD-17551219,,17551219,17551219,551853030,Grondwerk,IN EFFECT,Uitgevoerd,2026-01-30,2026-02-05,2018,Antwerpen,JAN VAN RIJSWIJCKLAAN,95,Fluvius Site Antwerpen,7,51.19645649072768,4.4040151252271675,exact,Grondwerk,Elektriciteit,Categorie 3,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-19335941-3270,GIPOD-19335941,,19335941,19335941,553414774,Grondwerk,IN EFFECT,Uitgevoerd,2026-01-30,2026-02-05,2030,Antwerpen,KAMBALASTRAAT 2 DN01,,Fluvius Site Antwerpen,7,51.238587525691315,4.410617592180448,exact,Grondwerk,Elektriciteit,Categorie 3,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-19335932-3271,GIPOD-19335932,,19335932,19335932,553414757,Grondwerk,IN EFFECT,Uitgevoerd,2026-01-30,2026-02-04,2030,Antwerpen,MEXICOSTRAAT 3 DN03,,Fluvius Site Antwerpen,6,51.23984980594679,4.40729471374007,exact,Grondwerk,Elektriciteit,Categorie 3,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-18534641-5464,GIPOD-18534641,,18534641,18534641,553043247,Grondwerk,IN EFFECT,Uitgevoerd,2026-01-30,2026-02-05,2050,Antwerpen,VLAAMSHOOFDLAAN,39,Fluvius Site Antwerpen,7,51.21775442599757,4.380353315768721,exact,Grondwerk,Elektriciteit,Categorie 3,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-19458756-1747,GIPOD-19458756,,19458756,19458756,553464686,Grondwerk,IN EFFECT,Uitgevoerd,2026-01-30,2026-02-05,2060,Antwerpen,CEULEMANSSTRAAT,61,Fluvius Site Antwerpen,7,51.22958892583338,4.4356441456959725,exact,Grondwerk,Elektriciteit,Categorie 3,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-19458754-1748,GIPOD-19458754,,19458754,19458754,553464685,Grondwerk,IN EFFECT,Uitgevoerd,2026-01-30,2026-02-05,2060,Antwerpen,CEULEMANSSTRAAT,61,Fluvius Site Antwerpen,7,51.22958892583338,4.4356441456959725,exact,Grondwerk,Elektriciteit,Categorie 3,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-19306397-3756,GIPOD-19306397,,19306397,19306397,553410935,Grondwerk,IN EFFECT,Uitgevoerd,2026-01-30,2026-02-05,2060,Antwerpen,CEULEMANSSTRAAT,61,Fluvius Site Antwerpen,7,51.22958892583338,4.4356441456959725,exact,Grondwerk,Elektriciteit,Categorie 3,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-19306387-3759,GIPOD-19306387,,19306387,19306387,553410925,Grondwerk,IN EFFECT,Uitgevoerd,2026-01-30,2026-02-05,2060,Antwerpen,CEULEMANSSTRAAT,61,Fluvius Site Antwerpen,7,51.22958892583338,4.4356441456959725,exact,Grondwerk,"Olie, gas, chemicaliën",Categorie 3,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-19458672-1755,GIPOD-19458672,,19458672,19458672,553151886,Grondwerk,IN EFFECT,Uitgevoerd,2026-01-30,2026-02-05,2100,Deurne,PLANKENBERGSTRAAT,5,Fluvius Site Antwerpen,7,51.22215096446728,4.461277339504473,exact,Grondwerk,Elektriciteit,Categorie 3,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-19458671-1756,GIPOD-19458671,,19458671,19458671,553151885,Grondwerk,IN EFFECT,Uitgevoerd,2026-01-30,2026-02-05,2100,Deurne,PLANKENBERGSTRAAT,5,Fluvius Site Antwerpen,7,51.22215096446728,4.461277339504473,exact,Grondwerk,"Olie, gas, chemicaliën",Categorie 3,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-19342255-3183,GIPOD-19342255,,19342255,19342255,553422669,Grondwerk,IN EFFECT,Uitgevoerd,2026-01-30,2026-02-05,2100,Deurne,BOSHOVESTRAAT,2,Fluvius Site Antwerpen,7,51.22348715369208,4.462944545803676,exact,Grondwerk,Elektriciteit,Categorie 3,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-19260144-4082,GIPOD-19260144,,19260144,19260144,553387522,Grondwerk,IN EFFECT,Uitgevoerd,2026-01-30,2026-02-05,2100,Deurne,JOZEF LIBERTSTRAAT,16,Fluvius Site Antwerpen,7,51.19719113492578,4.455349768211392,exact,Grondwerk,"Olie, gas, chemicaliën",Categorie 3,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-19253638-4123,GIPOD-19253638,,19253638,19253638,553384826,Grondwerk,IN EFFECT,Uitgevoerd,2026-01-30,2026-02-05,2100,Deurne,WAASDONK,99,Fluvius Site Antwerpen,7,51.19165773330571,4.471896081335959,exact,Grondwerk,"Olie, gas, chemicaliën",Categorie 3,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-19253634-4127,GIPOD-19253634,,19253634,19253634,553384822,Grondwerk,IN EFFECT,Uitgevoerd,2026-01-30,2026-02-05,2100,Deurne,BLIVENSSTRAAT,10,Fluvius Site Antwerpen,7,51.22885240838141,4.458292940482779,exact,Grondwerk,"Olie, gas, chemicaliën",Categorie 3,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-19253475-4139,GIPOD-19253475,,19253475,19253475,553384674,Grondwerk,IN EFFECT,Uitgevoerd,2026-01-30,2026-02-05,2100,Deurne,WAASDONK,99,Fluvius Site Antwerpen,7,51.19165773330571,4.471896081335959,exact,Grondwerk,Elektriciteit,Categorie 3,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-19253469-4145,GIPOD-19253469,,19253469,19253469,553384668,Grondwerk,IN EFFECT,Uitgevoerd,2026-01-30,2026-02-05,2100,Deurne,BLIVENSSTRAAT,10,Fluvius Site Antwerpen,7,51.22885240838141,4.458292940482779,exact,Grondwerk,Elektriciteit,Categorie 3,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-19115819-4629,GIPOD-19115819,,19115819,19115819,553331012,Grondwerk,IN EFFECT,Uitgevoerd,2026-01-30,2026-02-05,2100,Deurne,CLARA SNELLINGSSTRAAT,154,Fluvius Site Antwerpen,7,51.22690348767038,4.464003374666763,exact,Grondwerk,"Olie, gas, chemicaliën",Categorie 3,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-18910197-4951,GIPOD-18910197,,18910197,18910197,553260518,Grondwerk,IN EFFECT,Uitgevoerd,2026-01-30,2026-02-05,2100,Deurne,AUGUST VAN DE WIELELEI,222,Fluvius Site Antwerpen,7,51.21708950267651,4.487223164697746,exact,Grondwerk,Elektriciteit,Categorie 3,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-18910187-4952,GIPOD-18910187,,18910187,18910187,553260445,Grondwerk,IN EFFECT,Uitgevoerd,2026-01-30,2026-02-05,2100,Deurne,AUGUST VAN DE WIELELEI,215,Fluvius Site Antwerpen,7,51.221014880527086,4.4826232474018575,exact,Grondwerk,Elektriciteit,Categorie 3,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-18875871-5019,GIPOD-18875871,,18875871,18875871,553251410,Grondwerk,IN EFFECT,Uitgevoerd,2026-01-30,2026-02-05,2100,Deurne,IVAN MAQUINAYLEI,7,Fluvius Site Antwerpen,7,51.220935314903336,4.481624737624367,exact,Grondwerk,Elektriciteit,Categorie 3,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-18875859-5020,GIPOD-18875859,,18875859,18875859,553251049,Grondwerk,IN EFFECT,Uitgevoerd,2026-01-30,2026-02-05,2100,Deurne,AUGUST VAN DE WIELELEI,180,Fluvius Site Antwerpen,7,51.21958661804247,4.481372401977534,exact,Grondwerk,Elektriciteit,Categorie 3,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-18269409-6066,GIPOD-18269409,,18269409,18269409,552863774,Grondwerk,IN EFFECT,Uitgevoerd,2026-01-30,2026-02-05,2100,Deurne,SINT-ROCHUSSTRAAT_DE,196,Fluvius Site Antwerpen,7,51.20179061041562,4.463071972566039,exact,Grondwerk,Elektriciteit,Categorie 3,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-18269353-6080,GIPOD-18269353,,18269353,18269353,552863713,Grondwerk,IN EFFECT,Uitgevoerd,2026-01-30,2026-02-05,2100,Deurne,GOUVERNEUR HOLVOETLAAN,15,Fluvius Site Antwerpen,7,51.20016712444655,4.4607550217990495,exact,Grondwerk,Elektriciteit,Categorie 3,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-17538596-6642,GIPOD-17538596,,17538596,17538596,551346602,Grondwerk,IN EFFECT,Uitgevoerd,2026-01-30,2026-02-05,2100,Deurne,TWEEMONTSTRAAT,224,Fluvius Site Antwerpen,7,51.2347899675542,4.446626144774696,exact,Grondwerk,Telecom,Categorie 3,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-17538594-6643,GIPOD-17538594,,17538594,17538594,551346601,Grondwerk,IN EFFECT,Uitgevoerd,2026-01-30,2026-02-05,2100,Deurne,TWEEMONTSTRAAT,222,Fluvius Site Antwerpen,7,51.23479217288437,4.446688427387808,exact,Grondwerk,Telecom,Categorie 3,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-18931437-4935,GIPOD-18931437,,18931437,18931437,6000037535,Grondwerk,IN EFFECT,In uitvoering,2026-01-30,2026-01-30,2110,Wijnegem Merksemsebaan Ov,Initiatief Regio (lengte: 6029m),,Fluvius Site Antwerpen,1,51.232312530378785,4.500696264380611,exact,Grondwerk,Openbare verlichting,Categorie 3,ja,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-19470237-1647,GIPOD-19470237,,19470237,19470237,304481064,Grondwerk,IN EFFECT,Uitgevoerd,2026-01-30,2026-02-12,2140,Borgerhout,Emiel Gebruersstraat,22,Fluvius Site Antwerpen,14,51.212523055934994,4.453206801985756,exact,Grondwerk,"Olie, gas, chemicaliën,Elektriciteit",Dringend,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-19468259-1657,GIPOD-19468259,,19468259,19468259,304480145,Grondwerk,IN EFFECT,Uitgevoerd,2026-01-30,2026-02-02,2140,Borgerhout,Dokter van de Perrelei,98,Fluvius Site Antwerpen,4,51.207305,4.4491514,exact,Grondwerk,"Olie, gas, chemicaliën,Elektriciteit",Dringend,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-19457922-1768,GIPOD-19457922,,19457922,19457922,553249200,Grondwerk,VERGUND,Niet uitgevoerd,2026-01-30,2026-02-11,2140,Borgerhout,KERKENDIJK,3,Fluvius Site Antwerpen,13,51.21349078205285,4.451999062054643,exact,Grondwerk,"Olie, gas, chemicaliën",Categorie 3,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-19442193-1993,GIPOD-19442193,,19442193,19442193,553457043,Grondwerk,IN EFFECT,Uitgevoerd,2026-01-30,2026-02-05,2140,Borgerhout,LENINGSTRAAT,23,Fluvius Site Antwerpen,7,51.217749220404066,4.437963948972049,exact,Grondwerk,"Olie, gas, chemicaliën",Categorie 3,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-19395324-2526,GIPOD-19395324,,19395324,19395324,553249189,Grondwerk,IN EFFECT,Uitgevoerd,2026-01-30,2026-02-05,2140,Borgerhout,COLLEGELAAN,42,Fluvius Site Antwerpen,7,51.213764791299226,4.45243073479235,exact,Grondwerk,"Olie, gas, chemicaliën",Categorie 3,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-19395323-2527,GIPOD-19395323,,19395323,19395323,553249187,Grondwerk,IN EFFECT,Uitgevoerd,2026-01-30,2026-02-05,2140,Borgerhout,COLLEGELAAN,42,Fluvius Site Antwerpen,7,51.213764791299226,4.45243073479235,exact,Grondwerk,Elektriciteit,Categorie 3,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-19383682-2660,GIPOD-19383682,,19383682,19383682,553435589,Grondwerk,IN EFFECT,Uitgevoerd,2026-01-30,2026-02-05,2140,Borgerhout,LENINGSTRAAT,23,Fluvius Site Antwerpen,7,51.217749220404066,4.437963948972049,exact,Grondwerk,Elektriciteit,Categorie 3,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-19352578-3065,GIPOD-19352578,,19352578,19352578,553406864,Grondwerk,IN EFFECT,Uitgevoerd,2026-01-30,2026-02-05,2140,Borgerhout,LENINGSTRAAT,23,Fluvius Site Antwerpen,7,51.217749220404066,4.437963948972049,exact,Grondwerk,Elektriciteit,Categorie 3,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
gipod-19236719-4254,GIPOD-19236719,,19236719,19236719,20320001C90756,Grondwerk,VERGUND,Niet uitgevoerd,2026-01-30,2026-02-06,2140,Borgerhout,LODEWIJCK VAN BERCKENLAAN,366,Fluvius Site Antwerpen,8,51.1982334234631,4.451117082267737,exact,Grondwerk,Elektriciteit,Categorie 3,nee,NIET_VEREIST,afgeleid_categorie,low,,,,,gipod_export
